EMP_Sat_OnPrem_mean,last_evaluation,Emp_Identity,Emp_Position,LinkedIn_Hits,number_project,Sensor_Proximity(1-highest/10-lowest),EMP_Engagement_mean,Sensor_Heartbeat(Average/Min),Percent_Remote,average_montly_hours,Emp_Role,time_spend_company,Emp_Title,EMP_Sat_Remote_mean,Emp_Competitive_mean,Sensor_StepCount,promotion_last_5years,left_Company,Work_accident
3.5,0.78,2,2,7,6,4,1.8,89,0.8,254,1,4,1,4.2,2.8,1674,0,1,0
3.5,0.72,4,3,3,4,2,4.2,76,0.8,271,2,3,2,4.2,2.4,4152,0,0,0
3.5,0.91,4,2,10,3,9,4.2,77,0.8,168,5,3,3,4.2,3.2,4979,1,0,0
3.5,0.99,2,4,9,4,1,4.2,73,0.8,184,3,3,3,4.6,2.8,4500,0,0,0
3.5,0.92,1,2,4,5,5,1.8,88,0.8,237,2,5,2,4.2,2.2,1567,0,1,0
3.8,0.54,1,2,37,2,7,1.8,69,0.4,143,2,3,2,2.4,2.6,7616,0,1,0
3.5,0.78,3,3,8,3,5,4.2,75,0.8,223,3,3,2,4.2,2.4,5318,0,0,0
3.8,0.5,2,1,15,3,10,4.2,79,0.4,216,1,3,2,2.4,3.2,2307,0,0,0
3.5,0.87,2,3,1,3,8,4.2,77,0.8,202,3,2,2,4.2,2.4,5220,0,0,0
3.5,0.77,3,4,8,3,7,4.2,80,0.8,191,2,2,2,4.2,3.0,5667,0,0,0
3.5,0.82,4,4,8,3,2,4.2,75,0.8,265,2,3,2,4.2,3.2,5070,0,0,0
3.5,0.71,3,4,6,5,4,4.2,80,0.8,255,4,3,2,4.2,3.8,5715,0,0,0
3.8,0.54,1,1,31,2,9,4.2,66,0.4,136,2,2,1,2.4,1.8,1160,0,0,0
3.5,0.97,4,2,5,6,4,4.2,71,0.8,137,2,10,2,4.6,3.4,4510,0,0,0
3.5,0.78,2,2,2,3,9,4.2,75,0.8,268,3,3,3,4.2,3.0,4746,0,0,1
3.5,0.9,2,1,4,7,9,1.8,89,0.8,289,2,4,1,4.2,1.4,1543,0,1,0
3.5,1.0,1,2,8,4,9,1.8,90,0.8,218,1,5,2,4.6,2.2,1574,0,1,0
3.8,0.51,2,2,14,4,8,4.2,88,0.4,167,1,3,1,2.4,2.0,1983,0,0,1
3.8,0.37,2,1,44,3,10,4.2,77,0.4,247,2,4,1,2.4,2.8,2282,0,0,0
3.8,0.58,2,2,40,4,9,4.2,85,0.4,186,2,7,1,2.4,3.2,3111,0,0,0
3.5,0.78,4,5,9,3,3,4.2,79,0.8,262,4,7,3,4.2,3.2,5097,1,0,1
3.8,0.51,1,2,45,4,6,4.2,85,0.4,133,1,3,2,2.4,2.6,1135,0,0,0
3.8,0.58,2,2,15,3,7,1.8,88,0.4,294,2,4,1,2.4,2.4,1318,0,1,0
3.8,0.52,2,1,61,2,9,4.2,72,0.4,117,1,10,1,2.4,2.0,1142,0,0,1
1.8,0.63,1,1,27,3,10,4.2,79,0.4,230,2,2,2,4.2,2.8,3840,0,0,0
3.5,0.95,2,2,8,3,5,4.2,78,0.8,156,3,2,4,4.2,3.4,5848,0,0,0
1.8,0.64,1,2,18,3,8,4.2,79,0.4,203,1,3,2,4.2,3.4,3127,0,0,0
3.8,0.59,1,2,43,3,10,4.2,61,0.4,134,2,2,1,2.4,2.4,1198,0,0,1
3.5,0.92,2,4,4,3,4,4.2,76,0.8,176,3,2,4,4.2,3.0,5726,0,0,0
3.5,0.93,2,2,8,5,2,4.2,80,0.8,183,3,5,2,4.2,3.0,4820,0,0,0
3.5,0.9,4,2,2,3,4,4.2,73,0.8,175,4,3,3,4.2,3.2,5272,0,0,1
3.8,0.6,2,2,7,3,8,4.2,64,0.4,162,1,3,2,4.2,3.0,1901,0,0,0
3.5,0.89,1,2,9,6,8,1.8,85,0.8,268,1,4,1,4.2,2.4,1354,0,1,0
3.5,0.73,4,2,9,3,2,4.2,72,0.8,168,2,2,2,4.2,2.6,4608,0,0,0
3.5,0.98,4,3,9,3,8,4.2,78,0.8,149,4,3,2,4.6,4.0,5952,0,0,0
3.5,0.8,4,3,6,5,9,4.2,73,0.8,192,2,3,4,4.2,3.2,4037,0,0,0
3.5,0.9,4,2,3,3,1,4.2,74,0.8,140,2,3,3,4.2,2.8,5300,0,0,0
3.5,0.81,4,2,5,4,9,4.2,79,0.8,212,4,2,4,4.2,3.2,4774,0,0,1
3.5,0.96,2,2,8,3,4,4.2,77,0.8,161,4,2,3,4.2,2.6,5021,0,0,1
3.5,0.79,1,1,2,6,6,1.8,90,0.8,274,1,4,1,4.2,2.4,1833,0,1,0
3.8,0.56,2,1,36,2,10,1.8,69,0.4,148,2,3,1,2.4,2.2,1685,0,1,0
3.5,0.85,1,1,5,6,7,1.8,88,0.8,261,2,4,1,4.2,2.4,1794,0,1,0
3.5,0.84,4,3,6,3,5,4.2,72,0.8,147,4,8,2,4.2,2.8,4575,0,0,0
3.5,0.74,2,3,8,3,3,4.2,78,0.8,220,3,3,3,4.2,2.4,4148,0,0,0
3.5,0.89,2,2,5,4,3,4.2,80,0.8,233,4,7,4,4.2,2.6,5361,0,0,0
3.5,0.93,2,3,6,3,6,4.2,78,0.8,204,3,4,3,4.2,2.6,4879,0,0,0
3.5,0.99,3,3,9,4,8,4.2,75,0.8,225,4,3,4,4.6,2.2,4242,0,0,0
1.8,0.64,2,1,4,3,7,4.2,73,0.4,169,1,10,1,4.2,2.0,1665,0,0,0
3.8,0.48,1,1,59,2,8,1.8,68,0.4,160,1,3,1,2.4,1.8,1137,0,1,0
3.5,0.9,2,2,3,5,8,1.8,86,0.8,248,1,5,1,4.2,1.6,1046,0,1,0
3.8,0.57,2,1,3,4,8,4.2,88,0.4,150,2,2,1,2.4,2.0,1285,0,0,0
3.8,0.53,2,1,36,2,10,1.8,73,0.4,149,2,3,2,2.4,2.2,1385,0,1,0
3.5,0.93,4,3,3,5,1,4.2,75,0.8,232,4,3,3,4.2,3.6,4526,0,0,0
3.5,0.84,2,2,3,5,1,1.8,90,0.8,245,2,5,2,4.2,1.8,1851,0,1,0
3.5,0.92,2,3,10,3,1,4.2,74,0.8,162,4,3,2,4.2,4.0,5726,0,0,1
3.8,0.41,2,2,59,6,7,4.2,79,0.4,244,2,3,2,2.4,2.4,2429,0,0,0
3.5,0.96,2,2,4,3,2,4.2,79,0.8,263,4,3,3,4.2,2.4,4208,0,0,0
3.5,0.75,4,3,6,5,6,4.2,77,0.8,265,3,3,3,4.2,2.6,4423,0,0,0
3.8,0.52,1,1,47,2,8,1.8,71,0.4,143,1,3,1,2.4,2.2,1155,0,1,0
3.8,0.6,2,1,1,2,8,4.2,73,0.4,161,2,2,2,4.2,2.4,1642,0,0,0
3.5,0.94,2,2,10,4,9,4.2,73,0.8,141,4,2,3,4.2,2.4,5907,0,0,1
3.8,0.52,1,1,24,3,6,4.2,79,0.4,273,1,3,1,2.4,2.2,2321,0,0,0
0.0,1.0,2,3,5,4,2,4.2,76,0.8,221,2,3,2,4.6,2.2,4024,0,0,0
3.5,0.92,1,2,1,6,1,1.8,89,0.8,305,1,4,1,4.2,2.8,1384,0,1,0
3.5,0.92,2,4,8,4,5,4.2,77,0.8,274,4,3,3,4.2,2.6,4276,0,0,0
3.5,0.93,3,2,4,4,4,4.2,77,0.8,189,2,2,4,4.2,2.2,4122,0,0,1
3.5,0.81,2,4,9,3,6,4.2,76,0.8,253,3,3,2,4.2,3.0,5979,0,0,0
1.8,0.66,1,2,52,3,9,4.2,86,0.5,181,2,2,1,4.2,2.6,3236,0,0,0
3.8,0.52,1,2,20,2,9,1.8,75,0.4,134,1,3,2,2.4,2.2,1580,0,1,0
3.8,0.54,1,1,36,2,6,1.8,67,0.4,142,2,3,1,2.4,2.8,6519,0,1,0
3.8,0.47,1,1,45,2,6,1.8,73,0.4,142,2,3,1,2.4,2.4,1072,0,1,0
3.5,0.86,1,1,6,6,3,1.8,89,0.8,266,1,4,1,4.2,2.6,1201,0,1,1
3.8,0.56,1,1,57,2,8,1.8,60,0.4,150,1,3,1,2.4,3.0,1879,0,1,0
3.5,0.93,2,3,4,5,4,4.2,74,0.8,145,3,4,2,4.2,1.8,4790,0,0,0
1.8,0.64,2,1,18,4,10,4.2,79,0.4,201,1,2,2,4.2,2.4,3461,0,0,1
3.5,0.72,3,2,4,3,9,4.2,80,0.8,213,4,3,2,4.2,3.6,5481,0,0,0
3.5,0.97,2,1,7,6,8,1.8,88,0.8,284,2,4,1,4.6,1.6,1518,0,1,0
3.8,0.49,2,2,64,2,8,1.8,65,0.4,142,2,3,2,2.4,1.6,1896,0,1,0
3.8,0.39,2,1,41,2,9,4.2,77,0.4,235,2,6,1,2.4,1.6,3235,0,0,0
3.8,0.53,2,1,22,2,6,1.8,69,0.4,141,2,3,2,2.4,3.2,8118,0,1,0
1.8,0.62,2,1,6,6,7,4.2,85,0.4,118,1,2,1,4.2,3.6,1726,0,0,0
3.5,0.8,2,1,4,6,7,1.8,88,0.8,264,2,4,1,4.2,2.0,1822,0,1,0
3.5,0.8,4,2,10,3,2,4.2,78,0.8,191,4,2,3,4.2,2.8,5073,0,0,0
3.8,0.45,4,2,44,2,10,1.8,69,0.4,138,1,3,2,2.4,2.6,1469,1,1,0
3.5,0.86,4,2,1,4,9,4.2,75,0.8,192,4,4,2,4.2,3.2,5669,0,0,0
3.5,0.8,3,3,4,4,6,4.2,77,0.8,241,4,3,2,4.2,2.2,4493,0,0,1
3.5,0.89,2,3,8,4,4,4.2,75,0.8,152,2,3,3,4.2,3.2,4430,0,0,0
3.5,0.99,2,3,10,3,5,4.2,74,0.8,100,3,4,2,4.6,3.6,5163,0,0,1
3.8,0.58,1,1,56,3,6,4.2,68,0.4,132,2,3,1,2.4,3.2,1303,0,0,0
3.5,0.91,3,2,2,3,9,4.2,72,0.8,184,4,3,2,4.2,2.8,4357,0,0,0
3.8,0.39,1,1,24,2,10,4.2,66,0.4,167,1,3,1,2.4,2.6,1389,0,0,0
3.5,0.8,2,4,6,5,8,4.2,77,0.8,226,2,3,4,4.2,3.2,4700,0,0,0
3.8,0.5,1,1,35,3,7,4.2,78,0.4,258,1,3,1,2.4,2.0,3619,0,0,0
3.5,0.91,2,1,5,5,9,1.8,88,0.8,271,2,5,1,4.2,2.0,1869,0,1,0
3.5,0.97,3,2,2,4,6,4.2,79,0.8,221,4,4,3,4.6,2.4,5595,0,0,0
3.8,0.51,1,2,15,3,9,4.2,79,0.4,223,1,2,1,2.4,2.2,2938,0,0,0
3.8,0.58,2,2,22,4,7,4.2,86,0.4,96,1,3,2,2.4,2.8,1294,0,0,0
3.8,0.51,1,1,10,2,9,1.8,69,0.4,143,2,3,1,2.4,2.0,6897,0,1,0
3.8,0.61,1,1,11,3,8,4.2,87,0.4,193,1,3,1,4.2,2.0,3188,0,0,0
3.8,0.53,1,2,45,2,9,1.8,68,0.4,131,2,3,2,2.4,3.2,1036,0,1,0
3.8,0.51,1,1,33,2,6,1.8,68,0.4,147,2,3,1,2.4,2.6,1432,0,1,0
1.8,0.67,1,2,51,3,10,4.2,68,0.5,179,2,2,1,4.2,3.0,1041,0,0,0
3.5,0.81,2,2,5,3,4,4.2,70,0.8,145,3,2,3,4.2,3.0,5513,0,0,0
3.5,0.74,5,4,3,5,1,4.2,80,0.8,237,5,2,2,4.2,3.4,5113,1,0,0
1.8,0.62,2,1,45,3,9,4.2,60,0.4,166,1,2,1,4.2,1.8,1665,0,0,0
3.8,0.56,2,1,20,2,10,1.8,64,0.4,132,1,3,1,2.4,1.8,6803,0,1,0
1.8,0.69,2,2,61,4,7,4.2,88,0.5,158,1,3,1,4.2,1.6,1507,0,0,0
3.5,0.74,2,3,9,4,5,4.2,75,0.8,228,3,2,3,4.2,3.8,4091,0,0,1
3.8,0.52,1,1,1,4,8,4.2,86,0.4,191,2,2,2,2.4,2.6,2800,0,0,0
3.5,0.72,4,2,5,3,8,4.2,79,0.8,183,4,2,2,4.2,3.2,4261,0,0,0
1.8,0.63,2,1,48,4,8,4.2,86,0.4,143,2,3,1,4.2,2.0,1922,0,0,1
3.8,0.53,1,1,40,4,7,4.2,79,0.4,208,1,3,1,2.4,2.4,3582,0,0,0
3.5,0.78,2,3,4,3,4,4.2,77,0.8,235,4,3,2,4.2,1.8,5498,0,0,0
3.8,0.49,2,2,40,2,9,1.8,75,0.4,151,1,3,2,2.4,3.0,1483,0,1,0
3.5,0.94,2,1,1,5,3,1.8,90,0.8,226,1,6,2,4.2,2.2,1327,0,1,0
3.5,0.79,1,1,10,6,1,1.8,85,0.8,292,1,4,1,4.2,1.6,1270,0,1,0
3.5,0.83,2,2,10,4,3,4.2,78,0.8,207,2,3,2,4.2,3.4,4533,0,0,0
3.8,0.47,2,1,34,2,8,1.8,74,0.4,147,1,3,1,2.4,1.6,1464,0,1,0
3.5,0.91,4,4,9,3,4,4.2,80,0.8,251,2,10,2,4.2,3.2,5962,0,0,0
3.5,0.93,1,2,2,4,2,1.8,87,0.8,295,1,3,2,4.2,2.4,1693,0,1,0
3.5,0.75,2,1,6,5,7,1.8,86,0.8,236,1,2,2,4.2,2.8,1329,0,1,0
3.5,0.92,4,3,9,3,9,4.2,78,0.8,205,2,3,2,4.2,2.4,4565,0,0,0
3.8,0.5,2,2,31,5,10,4.2,76,0.4,214,2,2,1,2.4,2.2,2584,0,0,0
3.8,0.56,1,2,18,2,10,1.8,61,0.4,130,2,3,2,2.4,1.6,6856,0,1,0
1.8,0.65,1,1,12,4,9,4.2,85,0.4,176,1,3,2,4.2,3.0,1750,0,0,1
3.8,0.53,2,1,2,2,6,1.8,86,0.4,274,1,4,2,2.4,3.4,1345,0,1,0
3.5,0.81,3,3,8,4,2,4.2,90,0.8,200,2,2,3,4.2,3.0,4222,0,0,0
3.8,0.52,1,1,62,6,9,4.2,89,0.4,188,2,3,1,2.4,2.8,3525,0,0,0
3.5,0.98,2,3,6,5,8,4.2,76,0.8,210,3,6,3,4.6,3.2,4203,0,0,0
3.8,0.59,1,2,63,4,7,4.2,86,0.4,179,1,3,1,2.4,1.4,1215,0,0,0
3.8,0.42,1,1,64,4,9,4.2,89,0.4,156,2,7,2,2.4,2.8,1893,0,0,0
3.5,0.74,3,2,2,4,7,4.2,78,0.8,215,2,3,3,4.2,2.8,5563,0,0,0
3.5,0.98,4,3,8,3,9,4.2,72,0.8,146,2,3,2,4.6,2.4,5637,0,0,0
3.5,0.9,2,2,2,4,1,4.2,79,0.8,177,2,7,2,4.2,3.6,4299,0,0,0
3.5,0.74,3,2,1,5,5,4.2,80,0.8,230,2,3,2,4.2,3.0,4727,0,0,0
3.8,0.47,2,2,11,2,10,1.8,62,0.4,148,1,3,1,2.4,2.2,7752,0,1,0
3.5,0.94,3,3,1,5,7,4.2,71,0.8,176,2,4,3,4.2,2.8,4270,0,0,0
3.8,0.59,1,1,15,2,9,4.2,64,0.4,176,2,3,2,2.4,2.2,1996,0,0,1
3.5,0.7,4,3,1,3,1,4.2,76,0.8,136,4,2,3,4.2,3.0,4971,0,0,0
3.5,0.72,3,4,9,3,3,4.2,78,0.8,228,4,3,3,4.2,2.8,5530,0,0,0
3.5,0.9,2,2,10,3,8,4.2,76,0.8,138,4,3,2,4.2,3.4,4327,0,0,0
3.5,0.9,3,3,10,4,9,4.2,77,0.8,155,3,4,2,4.2,3.0,5483,0,0,0
3.8,0.49,1,2,14,3,10,4.2,79,0.4,213,2,3,1,2.4,2.4,2400,0,0,0
3.8,0.51,2,1,54,2,6,1.8,70,0.4,155,1,3,2,2.4,1.8,1162,0,1,0
1.8,0.63,2,2,10,3,10,4.2,73,0.4,121,2,3,2,4.2,2.8,1701,0,0,1
3.8,0.6,2,1,23,5,9,4.2,86,0.4,182,2,5,2,4.2,2.6,3398,0,0,0
3.5,0.82,3,3,6,2,5,4.2,78,0.8,233,4,2,4,4.2,4.2,4758,0,0,0
3.8,0.59,4,1,25,4,6,1.8,87,0.4,139,2,3,2,2.4,2.2,1152,1,1,0
1.8,0.62,5,2,57,3,9,4.2,78,0.4,238,5,4,1,4.2,1.6,3537,1,0,0
3.8,0.47,1,1,38,2,7,1.8,75,0.4,138,2,3,2,2.4,3.2,6152,0,1,1
1.8,0.69,2,2,6,3,6,4.2,75,0.5,274,1,3,2,4.2,2.6,2986,0,0,0
3.5,0.76,3,2,10,5,7,4.2,80,0.8,243,2,3,2,4.2,3.0,4524,0,0,0
3.8,0.53,1,1,13,2,7,1.8,71,0.4,127,2,3,1,2.4,2.4,1239,0,1,0
3.8,0.59,2,2,35,3,10,4.2,80,0.4,205,2,5,1,2.4,2.8,2988,0,0,0
3.5,0.92,1,2,9,4,7,1.8,89,0.8,255,2,5,1,4.2,2.6,1793,0,1,0
3.5,0.79,4,3,4,3,2,4.2,78,0.8,162,4,2,3,4.2,2.4,4495,0,0,0
3.5,0.99,3,4,5,5,6,4.2,76,0.8,237,4,3,4,4.6,1.8,4285,0,0,0
3.5,0.86,3,2,2,3,6,4.2,79,0.8,222,3,5,3,4.2,3.0,4027,0,0,0
3.5,1.0,3,2,4,5,8,4.2,72,0.8,162,2,3,3,4.6,2.2,5869,0,0,0
3.8,0.54,1,2,29,2,10,1.8,62,0.4,149,1,3,2,2.4,3.0,1392,0,1,0
3.8,0.42,1,1,15,3,7,4.2,65,0.4,146,2,2,1,2.4,2.6,1355,0,0,1
3.5,0.95,4,4,2,3,3,4.2,78,0.8,257,3,2,2,4.2,3.2,5815,0,0,0
1.8,0.69,2,1,43,3,7,4.2,75,0.5,225,2,2,2,4.2,3.0,2585,0,0,0
1.8,0.64,1,1,60,2,9,4.2,76,0.4,274,2,3,1,4.2,2.6,2053,0,0,1
3.5,0.84,2,1,1,6,4,1.8,88,0.8,300,2,5,1,4.2,1.8,1188,0,1,1
3.8,0.56,1,2,30,2,10,1.8,66,0.4,137,2,3,1,2.4,3.4,1938,0,1,0
3.5,0.79,1,1,6,6,1,1.8,85,0.8,294,1,4,2,4.2,1.8,1112,0,1,0
3.8,0.56,2,2,35,4,9,4.2,78,0.4,238,2,4,1,2.4,1.8,3693,0,0,0
3.5,0.81,2,3,7,4,5,4.2,80,0.8,164,2,3,3,4.2,3.6,4657,0,0,0
3.5,1.0,1,1,7,3,2,1.8,87,0.8,278,1,4,2,4.6,1.8,1879,0,1,0
3.5,0.78,4,2,5,4,5,4.2,70,0.8,160,2,2,2,4.2,3.6,4343,0,0,0
3.5,0.91,4,2,1,4,2,4.2,79,0.8,246,2,3,3,4.2,3.2,5113,0,0,0
1.8,0.69,2,1,19,3,8,4.2,79,0.5,274,1,3,2,4.2,2.8,3076,0,0,0
1.8,0.63,2,1,10,3,6,4.2,86,0.4,184,2,4,2,4.2,3.4,2972,0,0,0
3.8,0.51,2,1,12,4,10,4.2,85,0.4,157,1,3,2,2.4,2.2,1629,0,0,0
3.5,0.84,1,1,2,7,7,1.8,88,0.8,296,2,4,2,4.2,2.4,1823,0,1,0
1.8,0.68,2,1,7,4,6,4.2,78,0.5,269,1,3,2,4.2,2.0,2538,0,0,1
3.8,0.53,2,2,45,4,9,4.2,85,0.4,158,2,2,2,2.4,2.2,1060,0,0,0
3.5,0.82,4,2,6,3,4,4.2,76,0.8,153,2,3,2,4.2,3.6,4056,0,0,1
3.5,0.74,3,3,3,2,8,4.2,70,0.8,169,4,4,3,4.2,3.2,4968,0,0,0
0.0,1.0,4,3,6,3,1,4.2,78,0.8,164,2,4,2,4.6,3.8,5761,0,0,0
3.8,0.6,1,2,12,3,10,1.8,74,0.4,153,1,5,1,4.2,2.4,1972,0,1,0
3.5,0.84,4,4,1,3,3,4.2,74,0.8,150,4,4,4,4.2,4.0,4662,0,0,0
3.5,0.74,2,3,2,4,1,4.2,80,0.8,266,2,2,3,4.2,3.6,4290,0,0,1
3.8,0.5,1,2,62,2,7,1.8,65,0.4,148,1,3,2,2.4,2.8,6123,0,1,0
3.5,0.99,3,4,9,2,8,4.2,77,0.8,157,4,3,4,4.6,3.0,4547,0,0,0
1.8,0.65,1,2,22,4,8,4.2,88,0.5,124,1,2,1,4.2,2.2,1714,0,0,0
3.5,0.96,1,2,2,6,1,1.8,90,0.8,298,2,4,2,4.6,2.2,1648,0,1,0
3.5,0.76,4,4,3,2,3,4.2,77,0.8,166,3,4,4,4.2,2.8,4638,0,0,0
3.8,0.45,2,1,43,3,8,4.2,75,0.4,227,1,3,1,2.4,2.0,2041,0,0,0
3.5,0.81,1,1,8,6,2,1.8,89,0.8,305,1,4,2,4.2,2.0,1015,0,1,0
3.8,0.47,1,2,46,2,7,1.8,65,0.4,143,1,3,2,2.4,2.6,1517,0,1,0
3.8,0.6,1,2,51,3,8,4.2,79,0.4,229,1,2,1,4.2,3.0,2628,0,0,1
3.8,0.48,1,2,29,4,6,4.2,77,0.4,257,1,2,2,2.4,2.4,2703,0,0,0
3.8,0.38,2,2,7,3,10,4.2,75,0.4,280,1,2,2,2.4,2.2,2923,0,0,0
3.8,0.54,4,5,58,3,7,4.2,90,0.4,185,5,10,2,2.4,2.0,3640,1,0,0
1.8,0.69,2,1,14,3,6,4.2,75,0.5,176,2,3,2,4.2,3.2,1705,0,0,0
3.8,0.39,2,1,26,3,7,4.2,74,0.4,106,2,8,2,2.4,4.0,1685,0,0,0
1.8,0.65,1,2,59,2,8,4.2,78,0.5,239,1,5,1,4.2,3.0,2181,0,0,0
3.8,0.5,2,1,61,3,10,4.2,78,0.4,261,2,2,2,2.4,2.4,3930,0,0,0
3.5,0.92,4,3,5,4,5,4.2,72,0.8,151,2,3,3,4.2,3.2,4732,0,0,1
3.5,0.78,2,2,8,4,3,4.2,75,0.8,212,2,2,4,4.2,4.2,4239,0,0,0
3.8,0.57,2,2,14,2,6,1.8,65,0.4,127,1,3,1,2.4,3.0,1583,0,1,0
1.8,0.66,1,2,37,3,10,4.2,79,0.5,234,2,3,2,4.2,2.8,2111,0,0,0
1.8,0.67,1,2,62,4,9,4.2,78,0.5,209,2,6,1,4.2,3.0,3532,0,0,0
3.5,0.83,2,2,7,4,8,1.8,86,0.8,227,1,5,1,4.2,2.4,1354,0,1,0
1.8,0.67,1,1,13,6,10,4.2,80,0.5,221,2,10,1,4.2,2.8,2219,0,0,0
3.5,0.73,3,2,5,3,8,4.2,71,0.8,180,4,6,3,4.2,3.0,4802,0,0,0
3.5,0.86,3,2,2,6,2,4.2,79,0.8,103,2,4,3,4.2,3.0,5089,0,0,0
3.5,0.71,4,3,3,5,1,4.2,76,0.8,269,2,3,2,4.2,3.6,4489,0,0,0
3.8,0.52,2,1,65,2,10,1.8,62,0.4,140,1,3,2,2.4,2.6,7067,0,1,0
3.5,0.99,2,3,1,4,7,4.2,76,0.8,222,4,2,3,4.6,2.8,5028,0,0,0
3.5,0.96,2,1,3,6,9,1.8,86,0.8,280,1,4,2,4.6,2.8,1819,0,1,0
3.8,0.4,4,2,16,3,9,4.2,61,0.4,139,5,8,1,2.4,3.8,1718,1,0,0
3.8,0.36,1,2,65,3,10,4.2,76,0.4,280,1,4,1,2.4,2.2,2774,0,0,0
1.8,0.7,2,1,42,4,7,4.2,85,0.5,167,2,3,1,4.2,3.2,1197,0,0,1
3.5,0.89,2,1,9,6,1,1.8,87,0.8,276,1,4,2,4.2,2.8,1319,0,1,0
3.8,0.57,1,1,59,4,8,4.2,78,0.4,264,2,3,2,2.4,2.0,2020,0,0,0
3.5,0.88,4,3,6,3,8,4.2,80,0.8,252,3,2,2,4.2,3.0,4630,0,0,0
3.8,0.49,1,1,17,2,6,1.8,66,0.4,130,2,3,2,2.4,2.2,1405,0,1,0
3.8,0.51,2,1,40,4,7,4.2,89,0.4,137,2,6,1,2.4,1.6,1754,0,0,0
3.8,0.54,1,1,56,3,10,4.2,71,0.4,142,2,2,2,2.4,2.8,1496,0,0,0
3.5,0.75,3,3,7,6,8,4.2,72,0.8,192,2,6,4,4.2,3.4,4014,0,0,0
3.8,0.46,2,1,52,2,9,1.8,74,0.4,145,1,3,1,2.4,2.4,8237,0,1,0
3.8,0.48,2,2,25,3,6,4.2,74,0.4,134,2,3,2,2.4,3.2,1522,0,0,0
3.5,0.74,4,3,5,4,3,4.2,77,0.8,151,2,4,2,4.2,2.2,5469,0,0,0
3.8,0.48,1,1,37,2,6,1.8,69,0.4,129,2,3,1,2.4,2.6,1597,0,1,0
3.5,0.89,4,4,4,5,8,4.2,76,0.8,223,4,3,3,4.2,2.8,4905,0,0,1
3.8,0.37,2,2,62,3,6,4.2,79,0.4,256,2,3,2,2.4,3.8,3328,0,0,0
1.8,0.65,2,2,58,3,9,4.2,63,0.5,176,1,2,2,4.2,2.6,1730,0,0,0
3.5,0.74,3,4,4,3,1,4.2,77,0.8,228,3,3,3,4.2,3.6,4208,0,0,0
3.8,0.57,2,2,50,2,6,1.8,75,0.4,156,2,3,1,2.4,2.4,1736,0,1,0
3.8,0.49,2,2,36,2,7,4.2,75,0.4,155,2,2,2,2.4,3.2,1932,0,0,1
3.8,0.42,2,2,57,2,10,4.2,73,0.4,99,2,4,1,2.4,2.2,1858,0,0,0
3.5,0.7,4,3,8,4,9,4.2,80,0.8,223,3,3,2,4.2,2.8,4974,0,0,0
1.8,0.64,2,2,60,5,9,4.2,87,0.4,123,1,2,1,4.2,2.6,1653,0,0,0
3.5,0.89,3,3,7,3,7,4.2,78,0.8,192,4,2,2,4.2,3.6,5069,0,0,0
3.5,0.93,2,1,2,5,6,1.8,85,0.8,268,2,5,1,4.2,2.0,1061,0,1,0
3.8,0.49,1,1,23,4,10,4.2,77,0.4,212,1,7,1,2.4,2.0,2666,0,0,0
3.5,0.92,1,2,5,5,1,1.8,87,0.8,254,2,6,2,4.2,2.4,1951,0,1,0
3.8,0.48,1,2,25,3,9,4.2,62,0.4,147,1,3,2,2.4,3.0,1092,0,0,0
3.5,0.76,2,2,4,4,1,4.2,80,0.8,207,4,2,2,4.2,2.0,4099,0,0,0
3.5,0.93,1,2,2,5,9,1.8,88,0.8,241,2,5,1,4.2,2.0,1834,0,1,1
3.5,0.89,4,2,1,4,1,4.2,70,0.8,173,2,4,2,4.2,3.6,5789,0,0,0
3.5,0.89,3,3,9,3,4,4.2,76,0.8,196,3,3,3,4.2,3.8,4431,0,0,0
3.5,0.77,3,3,4,4,6,4.2,78,0.8,239,3,2,4,4.2,2.4,4304,0,0,0
1.8,0.69,2,2,42,4,6,4.2,77,0.5,226,2,3,1,4.2,2.4,3077,0,0,0
3.5,0.94,1,1,8,4,7,1.8,89,0.8,219,2,5,2,4.2,2.4,1702,0,1,0
3.8,0.54,1,1,42,2,7,1.8,67,0.4,149,2,3,2,2.4,2.4,1431,0,1,0
3.8,0.48,1,2,51,2,6,1.8,68,0.4,156,2,3,2,2.4,2.6,1780,0,1,0
3.5,0.86,1,1,10,5,7,1.8,88,0.8,262,1,5,2,4.2,2.4,1197,0,1,0
3.5,0.88,4,2,2,4,2,4.2,79,0.8,252,2,4,3,4.2,3.0,5226,0,0,0
3.5,0.94,1,1,9,7,6,1.8,85,0.8,267,1,4,1,4.2,2.8,1261,0,1,0
1.8,0.64,2,2,61,3,9,4.2,60,0.4,136,1,2,2,4.2,2.6,1509,0,0,0
3.8,0.52,2,2,51,2,9,1.8,74,0.4,132,1,3,1,2.4,1.2,1534,0,1,0
3.5,0.72,4,3,7,4,2,4.2,79,0.8,134,4,2,3,4.2,2.6,5967,0,0,0
3.8,0.5,1,2,65,3,7,4.2,64,0.4,140,1,2,2,2.4,2.8,1712,0,0,0
3.5,0.79,3,2,7,5,6,4.2,70,0.8,97,3,6,2,4.2,3.8,5509,0,0,1
3.5,0.8,3,4,4,4,9,4.2,73,0.8,190,2,4,3,4.2,3.4,4102,0,0,0
1.8,0.67,1,1,61,4,10,4.2,87,0.5,141,2,3,1,4.2,2.2,1875,0,0,0
