EMP_Sat_OnPrem_mean,Emp_Identity,Emp_Position,number_project,EMP_Engagement_mean,Sensor_Heartbeat(Average/Min),average_montly_hours,Emp_Role,time_spend_company,Emp_Title,EMP_Sat_Remote_mean,Emp_Competitive_mean,Sensor_StepCount,left_Company,salary,Work_accident
1.8,1,2,5,4.2,79,258,1,2,1,4.2,3.0,3713,0,medium,0
3.5,2,4,5,4.2,79,239,2,3,3,4.2,3.6,4975,0,medium,0
3.8,1,1,4,4.2,89,149,2,3,2,2.4,2.8,1977,0,low,0
3.5,4,3,4,4.2,79,152,2,2,2,4.2,3.2,5026,0,low,1
3.5,3,3,4,4.2,79,262,3,3,4,4.2,4.4,5429,0,medium,0
1.8,2,2,4,4.2,87,153,1,3,1,4.2,2.2,1095,0,medium,1
3.8,2,2,2,4.2,76,238,1,3,1,2.4,2.6,3271,0,low,0
3.5,1,1,7,1.8,85,133,1,5,2,4.2,2.6,1783,1,low,0
3.8,2,1,2,1.8,66,132,2,3,2,2.4,3.2,7282,1,medium,0
3.5,3,2,5,4.2,76,152,4,6,4,4.2,2.4,4915,0,medium,0
3.5,3,4,4,4.2,80,217,2,3,2,4.2,2.4,4723,0,medium,0
3.5,2,2,3,4.2,80,193,3,4,3,4.2,3.4,4700,0,low,0
3.8,1,2,2,1.8,63,144,1,3,2,2.4,1.6,6722,1,medium,0
3.5,4,2,3,4.2,77,180,3,4,2,4.2,3.0,5105,0,low,0
3.8,2,2,4,4.2,75,220,1,5,2,2.4,3.2,2854,0,low,0
3.8,2,1,4,4.2,80,263,1,3,1,2.4,2.0,3957,0,medium,0
3.5,4,2,4,4.2,72,197,3,5,2,4.2,3.6,4209,0,low,0
3.8,2,1,2,1.8,60,148,2,3,2,2.4,2.4,1232,1,low,1
3.8,2,2,5,4.2,87,192,2,2,2,2.4,3.2,3563,0,low,0
3.8,4,1,2,1.8,61,138,2,3,1,2.4,1.6,1945,1,low,0
3.8,2,1,5,4.2,86,194,2,4,1,2.4,2.4,3900,0,medium,0
3.5,4,2,4,4.2,79,101,4,6,3,4.2,3.0,4146,0,medium,0
3.5,2,2,2,4.2,78,156,3,4,3,4.2,2.8,4184,0,high,0
3.8,1,1,3,4.2,78,241,1,3,1,2.4,1.8,3078,0,low,0
3.5,4,4,3,4.2,71,195,2,2,3,4.2,3.0,5779,0,medium,0
3.5,3,3,2,4.2,80,134,3,3,3,4.2,2.2,4444,0,low,0
3.5,2,2,4,4.2,79,216,4,2,2,4.2,2.8,5059,0,low,0
3.5,2,2,6,1.8,85,287,2,4,1,4.2,2.2,1837,1,low,0
3.5,3,3,3,4.2,73,160,4,3,3,4.2,2.6,4602,0,low,0
3.5,4,3,4,4.2,79,156,3,3,3,4.2,2.8,5361,0,low,1
3.5,1,2,6,1.8,88,307,1,4,1,4.2,2.6,1977,1,low,0
3.8,1,1,2,1.8,68,156,2,3,1,2.4,3.0,1184,1,low,0
1.8,2,2,5,4.2,80,272,2,3,2,4.2,3.0,2415,0,medium,0
3.5,4,3,3,4.2,75,230,2,3,2,4.2,2.2,4018,0,low,1
3.5,2,2,3,4.2,79,213,4,2,3,4.2,2.6,5495,0,low,0
3.5,3,3,3,4.2,77,254,3,2,3,4.2,3.6,5608,0,medium,0
0.0,3,2,2,4.2,77,125,4,4,3,4.6,3.8,4097,0,low,1
3.5,2,2,7,1.8,86,300,1,4,1,4.2,1.6,1179,1,medium,0
3.8,2,1,2,1.8,73,148,2,3,2,2.4,2.6,1303,1,low,0
3.5,1,1,5,1.8,90,247,1,5,1,4.6,2.8,1842,1,medium,0
3.5,2,3,5,4.2,76,151,3,3,3,4.6,2.6,5522,0,low,1
3.8,2,1,2,1.8,62,157,1,3,2,2.4,2.0,1330,1,low,0
3.5,2,2,6,1.8,85,276,1,4,2,4.2,1.8,1637,1,low,0
1.8,2,2,4,4.2,80,258,2,3,2,4.2,2.8,3686,0,medium,0
3.5,4,2,4,4.2,79,202,3,3,3,4.6,2.8,4788,0,low,0
3.8,2,1,5,4.2,87,162,1,6,1,2.4,3.0,1373,0,low,0
3.8,1,1,4,4.2,86,172,2,4,1,2.4,2.4,1898,0,medium,0
3.8,1,2,2,1.8,73,128,2,3,1,2.4,3.4,1400,1,low,0
3.5,4,3,5,4.2,79,239,4,3,3,4.2,2.6,4122,0,low,0
3.5,3,3,6,4.2,76,99,4,3,2,4.2,3.4,5872,0,low,0
3.8,1,1,2,1.8,72,154,1,3,2,2.4,1.6,1692,1,low,0
3.8,1,2,2,4.2,85,184,2,3,1,2.4,3.0,2484,0,medium,0
3.8,1,1,2,1.8,75,127,2,3,1,2.4,3.0,7908,1,medium,0
3.8,2,1,3,4.2,79,242,1,3,2,2.4,2.0,3606,0,medium,0
1.8,2,2,5,4.2,90,169,1,4,1,4.2,2.0,1290,0,medium,0
3.5,3,3,4,4.2,74,146,4,3,2,4.2,2.6,4672,0,medium,0
3.8,1,1,3,4.2,85,183,1,4,2,2.4,2.4,2777,0,medium,0
3.8,2,1,5,4.2,86,157,2,2,1,2.4,2.4,1568,0,medium,0
3.5,2,4,3,4.2,76,163,2,3,2,4.2,3.6,5362,0,medium,0
3.5,3,3,4,4.2,76,249,2,3,2,4.2,2.2,5509,0,low,0
0.0,2,2,3,4.2,77,255,2,3,3,4.6,2.4,4471,0,medium,0
3.5,1,1,5,1.8,88,264,2,6,2,4.2,3.6,1659,1,medium,0
3.5,4,2,4,4.2,79,144,3,5,3,4.2,3.4,5807,0,low,0
3.8,1,1,5,4.2,88,186,1,3,1,2.4,1.6,2495,0,low,0
3.5,3,4,4,4.2,75,219,2,5,3,4.2,3.6,5253,0,medium,0
1.8,1,2,2,4.2,73,120,2,2,1,4.2,1.6,1240,0,medium,0
1.8,2,2,6,4.2,86,142,2,5,2,4.2,3.0,1464,0,low,0
3.5,2,4,4,4.2,79,129,2,5,3,4.2,3.0,5554,0,medium,0
3.5,1,2,6,1.8,85,290,2,4,2,4.2,2.8,1366,1,medium,0
1.8,2,1,6,4.2,79,209,2,5,1,4.2,2.8,3169,0,low,0
3.5,3,3,5,4.2,80,179,2,6,4,4.6,3.2,4930,0,medium,0
3.5,4,3,5,4.2,79,210,4,7,4,4.2,3.2,4525,0,medium,0
3.8,2,2,2,1.8,60,147,1,3,1,2.4,1.6,7085,1,medium,0
3.5,3,2,4,4.2,77,140,4,5,2,4.2,2.6,4001,0,medium,0
3.8,1,2,4,4.2,75,247,1,3,2,2.4,2.4,3774,0,medium,0
3.5,3,3,4,4.2,72,159,2,3,3,4.2,3.2,4574,0,low,1
3.8,2,1,4,4.2,90,183,2,3,2,2.4,2.0,3251,0,low,0
3.8,1,1,4,4.2,88,137,2,6,2,2.4,2.6,1567,0,medium,0
3.5,2,4,4,4.2,79,211,4,8,2,4.2,4.0,5583,0,medium,0
3.8,2,2,2,1.8,71,151,1,3,2,2.4,1.4,6561,1,medium,0
3.8,1,1,4,4.2,77,226,1,5,2,2.4,2.6,3142,0,low,0
1.8,2,1,5,4.2,76,201,2,3,1,4.2,2.4,2696,0,medium,0
3.5,2,2,5,4.2,76,268,4,3,2,4.2,2.2,5320,0,low,0
3.8,1,1,2,4.2,80,235,2,7,1,2.4,1.4,2127,0,medium,0
1.8,2,1,3,4.2,77,258,1,3,2,4.2,2.0,2777,0,low,0
3.5,2,2,2,4.2,75,176,4,3,2,4.2,3.4,5006,0,low,0
3.5,2,2,4,1.8,86,237,1,5,1,4.2,2.2,1041,1,low,0
3.8,1,1,5,4.2,77,206,1,3,1,2.4,2.0,3321,0,medium,0
3.5,4,3,3,4.2,76,246,2,3,3,4.2,2.4,5556,0,low,0
3.5,1,2,5,1.8,88,242,1,5,1,4.2,3.0,1382,1,medium,0
3.8,2,2,3,4.2,77,211,2,4,1,2.4,2.4,2810,0,low,0
3.8,2,2,4,4.2,85,138,2,2,2,2.4,2.4,1302,0,high,0
3.5,3,3,4,4.2,77,217,4,3,2,4.2,3.0,4848,0,low,0
3.8,2,2,4,4.2,77,238,1,3,2,2.4,2.4,3257,0,high,0
3.5,3,3,3,4.2,74,145,2,3,3,4.2,3.0,5696,0,low,0
3.5,2,2,3,4.2,78,258,4,2,2,4.2,3.4,5862,0,low,0
3.5,3,3,4,4.2,76,257,3,3,3,4.2,2.2,5549,0,low,0
3.5,2,4,4,4.2,79,152,2,3,2,4.2,2.8,4250,0,medium,0
3.8,1,1,4,4.2,87,140,2,3,2,4.2,2.6,1911,0,medium,0
3.5,4,3,5,4.2,71,142,2,4,3,4.6,3.0,5749,0,low,0
3.5,2,1,3,1.8,89,250,2,2,1,4.2,1.8,1205,1,low,0
3.8,1,2,2,4.2,76,221,2,6,1,2.4,1.8,3449,0,low,0
1.8,2,2,5,4.2,88,156,2,4,1,4.2,2.2,1204,0,medium,0
3.8,2,1,2,1.8,74,129,2,3,1,2.4,2.4,1802,1,high,0
1.8,2,2,3,4.2,86,181,1,3,2,4.2,3.0,2164,0,low,0
3.8,2,2,2,1.8,62,146,1,3,1,2.4,3.2,1192,1,low,0
3.5,4,2,3,4.2,80,257,2,3,3,4.6,2.4,4937,0,low,0
1.8,1,2,3,4.2,76,214,2,2,1,4.2,1.8,3869,0,low,1
3.8,1,2,4,4.2,76,248,1,3,1,2.4,1.6,2456,0,low,0
3.5,1,1,5,1.8,90,238,1,6,1,4.2,2.8,1850,1,low,0
3.5,3,2,5,4.2,79,191,3,3,3,4.2,2.6,4435,0,high,0
3.5,4,3,5,4.2,76,161,3,3,2,4.2,2.4,4702,0,low,1
1.8,2,2,2,4.2,63,153,2,3,2,4.2,2.6,1273,0,low,0
3.8,1,2,2,1.8,90,242,2,3,1,2.4,1.4,1728,1,low,0
3.8,1,2,2,4.2,74,162,2,2,1,2.4,1.8,1193,0,high,0
1.8,1,2,4,4.2,87,195,1,2,2,4.2,1.4,2878,0,medium,0
3.8,2,2,5,4.2,88,137,2,3,1,2.4,1.4,1805,0,medium,0
1.8,1,1,4,4.2,79,208,2,2,1,4.2,2.6,2170,0,medium,0
3.5,4,3,3,4.2,70,165,3,2,3,4.2,2.8,5813,0,low,0
3.5,3,3,6,4.2,77,222,4,5,2,4.2,2.0,4612,0,high,0
3.8,2,1,2,1.8,71,127,2,3,2,2.4,2.6,1522,1,low,0
1.8,1,2,5,4.2,77,215,2,2,1,4.2,2.0,3942,0,medium,1
3.5,1,2,4,1.8,87,254,2,5,1,4.2,3.0,1880,1,medium,1
3.8,2,1,3,4.2,90,191,1,3,2,2.4,3.0,3771,0,high,0
3.8,1,2,4,4.2,80,269,1,3,1,2.4,2.2,2350,0,medium,0
3.8,1,1,3,4.2,78,218,2,2,1,2.4,2.6,3378,0,medium,0
3.8,1,1,2,1.8,65,139,2,3,1,2.4,2.2,1451,1,low,0
3.8,1,2,3,4.2,80,277,2,2,2,2.4,3.0,2863,0,high,1
3.8,2,1,4,4.2,79,216,2,2,1,2.4,3.8,3500,0,medium,1
3.5,2,2,3,1.8,87,268,2,2,1,4.2,2.4,1442,1,medium,0
3.8,2,1,2,1.8,68,160,2,3,2,2.4,2.4,6489,1,medium,0
3.5,2,2,6,1.8,85,300,1,4,1,4.2,1.6,1607,1,medium,0
1.8,2,2,4,4.2,79,262,1,2,1,4.2,1.6,3523,0,low,0
3.5,4,2,3,4.2,78,182,2,10,3,4.2,2.0,5555,0,low,0
1.8,1,2,5,4.2,79,224,1,8,1,4.2,4.2,3282,0,low,1
3.8,1,1,2,1.8,71,130,1,3,2,2.4,2.6,1860,1,low,0
3.5,3,3,5,4.2,78,187,4,2,2,4.2,2.4,4792,0,low,1
3.5,4,2,4,4.2,74,173,2,4,3,4.2,3.4,5530,0,low,0
3.8,1,1,4,4.2,89,192,2,2,1,2.4,2.6,2189,0,low,0
1.8,2,2,3,1.8,68,164,2,3,2,4.2,3.0,1473,1,low,0
3.5,2,4,5,4.2,80,199,4,4,3,4.2,2.6,4902,0,medium,0
3.5,4,2,3,4.2,76,252,3,2,3,4.2,3.0,5050,0,low,0
3.8,2,2,6,4.2,86,168,1,3,2,2.4,2.8,1737,0,low,0
3.8,2,2,4,4.2,75,230,1,3,2,2.4,2.6,2236,0,low,0
1.8,1,1,3,4.2,72,152,2,2,1,4.2,2.2,1800,0,medium,0
3.8,2,1,2,1.8,71,135,1,3,1,2.4,2.4,8063,1,medium,0
3.8,1,1,2,1.8,65,144,1,3,1,2.4,2.6,1200,1,low,0
3.5,2,2,6,1.8,85,152,1,2,1,4.2,3.4,1711,1,low,0
1.8,1,2,4,4.2,87,187,2,4,2,4.2,3.0,2200,0,medium,1
3.5,2,2,4,4.2,77,257,3,3,2,4.2,3.4,5198,0,low,0
3.8,2,1,2,1.8,67,130,1,3,1,2.4,3.2,1492,1,low,0
3.5,1,2,7,1.8,86,306,1,4,1,4.6,1.8,1790,1,low,0
1.8,1,1,2,4.2,86,188,2,4,1,4.2,2.2,2424,0,medium,0
3.8,2,1,4,4.2,86,140,2,3,2,2.4,2.2,1831,0,medium,0
3.8,1,2,2,4.2,85,191,1,3,2,4.2,3.6,2586,0,low,1
1.8,1,2,3,4.2,75,213,1,2,1,4.2,2.4,3248,0,low,0
3.5,3,2,3,4.2,80,258,2,4,2,4.2,1.8,5365,0,medium,0
3.5,2,2,6,1.8,89,254,1,4,1,4.2,2.8,1674,1,low,0
3.5,4,3,4,4.2,76,271,2,3,2,4.2,2.4,4152,0,low,0
3.5,4,2,3,4.2,77,168,5,3,3,4.2,3.2,4979,0,medium,0
3.5,2,4,4,4.2,73,184,3,3,3,4.6,2.8,4500,0,medium,0
3.5,1,2,5,1.8,88,237,2,5,2,4.2,2.2,1567,1,medium,0
3.8,1,2,2,1.8,69,143,2,3,2,2.4,2.6,7616,1,medium,0
3.5,3,3,3,4.2,75,223,3,3,2,4.2,2.4,5318,0,low,0
3.8,2,1,3,4.2,79,216,1,3,2,2.4,3.2,2307,0,low,0
3.5,2,3,3,4.2,77,202,3,2,2,4.2,2.4,5220,0,medium,0
3.5,3,4,3,4.2,80,191,2,2,2,4.2,3.0,5667,0,medium,0
3.5,4,4,3,4.2,75,265,2,3,2,4.2,3.2,5070,0,medium,0
3.5,3,4,5,4.2,80,255,4,3,2,4.2,3.8,5715,0,medium,0
3.8,1,1,2,4.2,66,136,2,2,1,2.4,1.8,1160,0,medium,0
3.5,4,2,6,4.2,71,137,2,10,2,4.6,3.4,4510,0,low,0
3.5,2,2,3,4.2,75,268,3,3,3,4.2,3.0,4746,0,low,1
3.5,2,1,7,1.8,89,289,2,4,1,4.2,1.4,1543,1,low,0
3.5,1,2,4,1.8,90,218,1,5,2,4.6,2.2,1574,1,low,0
3.8,2,2,4,4.2,88,167,1,3,1,2.4,2.0,1983,0,medium,1
3.8,2,1,3,4.2,77,247,2,4,1,2.4,2.8,2282,0,medium,0
3.8,2,2,4,4.2,85,186,2,7,1,2.4,3.2,3111,0,medium,0
3.5,4,5,3,4.2,79,262,4,7,3,4.2,3.2,5097,0,high,1
3.8,1,2,4,4.2,85,133,1,3,2,2.4,2.6,1135,0,low,0
3.8,2,2,3,1.8,88,294,2,4,1,2.4,2.4,1318,1,low,0
3.8,2,1,2,4.2,72,117,1,10,1,2.4,2.0,1142,0,low,1
1.8,1,1,3,4.2,79,230,2,2,2,4.2,2.8,3840,0,low,0
3.5,2,2,3,4.2,78,156,3,2,4,4.2,3.4,5848,0,medium,0
1.8,1,2,3,4.2,79,203,1,3,2,4.2,3.4,3127,0,low,0
3.8,1,2,3,4.2,61,134,2,2,1,2.4,2.4,1198,0,medium,1
3.5,2,4,3,4.2,76,176,3,2,4,4.2,3.0,5726,0,medium,0
3.5,2,2,5,4.2,80,183,3,5,2,4.2,3.0,4820,0,high,0
3.5,4,2,3,4.2,73,175,4,3,3,4.2,3.2,5272,0,low,1
3.8,2,2,3,4.2,64,162,1,3,2,4.2,3.0,1901,0,medium,0
3.5,1,2,6,1.8,85,268,1,4,1,4.2,2.4,1354,1,medium,0
3.5,4,2,3,4.2,72,168,2,2,2,4.2,2.6,4608,0,low,0
3.5,4,3,3,4.2,78,149,4,3,2,4.6,4.0,5952,0,medium,0
3.5,4,3,5,4.2,73,192,2,3,4,4.2,3.2,4037,0,medium,0
3.5,4,2,3,4.2,74,140,2,3,3,4.2,2.8,5300,0,low,0
3.5,4,2,4,4.2,79,212,4,2,4,4.2,3.2,4774,0,medium,1
3.5,2,2,3,4.2,77,161,4,2,3,4.2,2.6,5021,0,low,1
3.5,1,1,6,1.8,90,274,1,4,1,4.2,2.4,1833,1,low,0
3.8,2,1,2,1.8,69,148,2,3,1,2.4,2.2,1685,1,low,0
3.5,1,1,6,1.8,88,261,2,4,1,4.2,2.4,1794,1,low,0
3.5,4,3,3,4.2,72,147,4,8,2,4.2,2.8,4575,0,medium,0
3.5,2,3,3,4.2,78,220,3,3,3,4.2,2.4,4148,0,medium,0
3.5,2,2,4,4.2,80,233,4,7,4,4.2,2.6,5361,0,medium,0
3.5,2,3,3,4.2,78,204,3,4,3,4.2,2.6,4879,0,low,0
3.5,3,3,4,4.2,75,225,4,3,4,4.6,2.2,4242,0,medium,0
1.8,2,1,3,4.2,73,169,1,10,1,4.2,2.0,1665,0,medium,0
3.8,1,1,2,1.8,68,160,1,3,1,2.4,1.8,1137,1,low,0
3.5,2,2,5,1.8,86,248,1,5,1,4.2,1.6,1046,1,low,0
3.8,2,1,4,4.2,88,150,2,2,1,2.4,2.0,1285,0,medium,0
3.8,2,1,2,1.8,73,149,2,3,2,2.4,2.2,1385,1,low,0
3.5,4,3,5,4.2,75,232,4,3,3,4.2,3.6,4526,0,medium,0
3.5,2,2,5,1.8,90,245,2,5,2,4.2,1.8,1851,1,medium,0
3.5,2,3,3,4.2,74,162,4,3,2,4.2,4.0,5726,0,medium,1
3.8,2,2,6,4.2,79,244,2,3,2,2.4,2.4,2429,0,low,0
3.5,2,2,3,4.2,79,263,4,3,3,4.2,2.4,4208,0,medium,0
3.5,4,3,5,4.2,77,265,3,3,3,4.2,2.6,4423,0,low,0
3.8,1,1,2,1.8,71,143,1,3,1,2.4,2.2,1155,1,low,0
3.8,2,1,2,4.2,73,161,2,2,2,4.2,2.4,1642,0,medium,0
3.5,2,2,4,4.2,73,141,4,2,3,4.2,2.4,5907,0,low,1
3.8,1,1,3,4.2,79,273,1,3,1,2.4,2.2,2321,0,low,0
0.0,2,3,4,4.2,76,221,2,3,2,4.6,2.2,4024,0,medium,0
3.5,1,2,6,1.8,89,305,1,4,1,4.2,2.8,1384,1,low,0
3.5,2,4,4,4.2,77,274,4,3,3,4.2,2.6,4276,0,medium,0
3.5,3,2,4,4.2,77,189,2,2,4,4.2,2.2,4122,0,medium,1
3.5,2,4,3,4.2,76,253,3,3,2,4.2,3.0,5979,0,medium,0
1.8,1,2,3,4.2,86,181,2,2,1,4.2,2.6,3236,0,medium,0
3.8,1,2,2,1.8,75,134,1,3,2,2.4,2.2,1580,1,low,0
3.8,1,1,2,1.8,67,142,2,3,1,2.4,2.8,6519,1,medium,0
3.8,1,1,2,1.8,73,142,2,3,1,2.4,2.4,1072,1,low,0
3.5,1,1,6,1.8,89,266,1,4,1,4.2,2.6,1201,1,low,1
3.8,1,1,2,1.8,60,150,1,3,1,2.4,3.0,1879,1,low,0
3.5,2,3,5,4.2,74,145,3,4,2,4.2,1.8,4790,0,low,0
1.8,2,1,4,4.2,79,201,1,2,2,4.2,2.4,3461,0,medium,1
3.5,3,2,3,4.2,80,213,4,3,2,4.2,3.6,5481,0,low,0
3.5,2,1,6,1.8,88,284,2,4,1,4.6,1.6,1518,1,low,0
3.8,2,2,2,1.8,65,142,2,3,2,2.4,1.6,1896,1,low,0
3.8,2,1,2,4.2,77,235,2,6,1,2.4,1.6,3235,0,low,0
3.8,2,1,2,1.8,69,141,2,3,2,2.4,3.2,8118,1,medium,0
1.8,2,1,6,4.2,85,118,1,2,1,4.2,3.6,1726,0,low,0
3.5,2,1,6,1.8,88,264,2,4,1,4.2,2.0,1822,1,low,0
3.5,4,2,3,4.2,78,191,4,2,3,4.2,2.8,5073,0,medium,0
3.8,4,2,2,1.8,69,138,1,3,2,2.4,2.6,1469,1,low,0
3.5,4,2,4,4.2,75,192,4,4,2,4.2,3.2,5669,0,high,0
3.5,3,3,4,4.2,77,241,4,3,2,4.2,2.2,4493,0,low,1
3.5,2,3,4,4.2,75,152,2,3,3,4.2,3.2,4430,0,low,0
3.5,2,3,3,4.2,74,100,3,4,2,4.6,3.6,5163,0,low,1
3.8,1,1,3,4.2,68,132,2,3,1,2.4,3.2,1303,0,low,0
3.5,3,2,3,4.2,72,184,4,3,2,4.2,2.8,4357,0,low,0
3.8,1,1,2,4.2,66,167,1,3,1,2.4,2.6,1389,0,medium,0
3.5,2,4,5,4.2,77,226,2,3,4,4.2,3.2,4700,0,medium,0
3.8,1,1,3,4.2,78,258,1,3,1,2.4,2.0,3619,0,low,0
3.5,2,1,5,1.8,88,271,2,5,1,4.2,2.0,1869,1,low,0
3.5,3,2,4,4.2,79,221,4,4,3,4.6,2.4,5595,0,low,0
3.8,1,2,3,4.2,79,223,1,2,1,2.4,2.2,2938,0,medium,0
3.8,2,2,4,4.2,86,96,1,3,2,2.4,2.8,1294,0,low,0
3.8,1,1,2,1.8,69,143,2,3,1,2.4,2.0,6897,1,medium,0
3.8,1,1,3,4.2,87,193,1,3,1,4.2,2.0,3188,0,medium,0
3.8,1,2,2,1.8,68,131,2,3,2,2.4,3.2,1036,1,low,0
3.8,1,1,2,1.8,68,147,2,3,1,2.4,2.6,1432,1,low,0
1.8,1,2,3,4.2,68,179,2,2,1,4.2,3.0,1041,0,low,0
3.5,2,2,3,4.2,70,145,3,2,3,4.2,3.0,5513,0,high,0
3.5,5,4,5,4.2,80,237,5,2,2,4.2,3.4,5113,0,medium,0
1.8,2,1,3,4.2,60,166,1,2,1,4.2,1.8,1665,0,low,0
3.8,2,1,2,1.8,64,132,1,3,1,2.4,1.8,6803,1,medium,0
1.8,2,2,4,4.2,88,158,1,3,1,4.2,1.6,1507,0,low,0
3.5,2,3,4,4.2,75,228,3,2,3,4.2,3.8,4091,0,medium,1
3.8,1,1,4,4.2,86,191,2,2,2,2.4,2.6,2800,0,medium,0
3.5,4,2,3,4.2,79,183,4,2,2,4.2,3.2,4261,0,low,0
1.8,2,1,4,4.2,86,143,2,3,1,4.2,2.0,1922,0,low,1
3.8,1,1,4,4.2,79,208,1,3,1,2.4,2.4,3582,0,high,0
3.5,2,3,3,4.2,77,235,4,3,2,4.2,1.8,5498,0,low,0
3.8,2,2,2,1.8,75,151,1,3,2,2.4,3.0,1483,1,high,0
3.5,2,1,5,1.8,90,226,1,6,2,4.2,2.2,1327,1,low,0
3.5,1,1,6,1.8,85,292,1,4,1,4.2,1.6,1270,1,low,0
3.5,2,2,4,4.2,78,207,2,3,2,4.2,3.4,4533,0,low,0
3.8,2,1,2,1.8,74,147,1,3,1,2.4,1.6,1464,1,low,0
3.5,4,4,3,4.2,80,251,2,10,2,4.2,3.2,5962,0,medium,0
3.5,1,2,4,1.8,87,295,1,3,2,4.2,2.4,1693,1,low,0
3.5,2,1,5,1.8,86,236,1,2,2,4.2,2.8,1329,1,medium,0
3.5,4,3,3,4.2,78,205,2,3,2,4.2,2.4,4565,0,medium,0
3.8,2,2,5,4.2,76,214,2,2,1,2.4,2.2,2584,0,low,0
3.8,1,2,2,1.8,61,130,2,3,2,2.4,1.6,6856,1,medium,0
1.8,1,1,4,4.2,85,176,1,3,2,4.2,3.0,1750,0,medium,1
3.8,2,1,2,1.8,86,274,1,4,2,2.4,3.4,1345,1,low,0
3.5,3,3,4,4.2,90,200,2,2,3,4.2,3.0,4222,0,low,0
3.8,1,1,6,4.2,89,188,2,3,1,2.4,2.8,3525,0,medium,0
3.5,2,3,5,4.2,76,210,3,6,3,4.6,3.2,4203,0,low,0
3.8,1,2,4,4.2,86,179,1,3,1,2.4,1.4,1215,0,low,0
3.8,1,1,4,4.2,89,156,2,7,2,2.4,2.8,1893,0,high,0
3.5,3,2,4,4.2,78,215,2,3,3,4.2,2.8,5563,0,low,0
3.5,4,3,3,4.2,72,146,2,3,2,4.6,2.4,5637,0,medium,0
3.5,2,2,4,4.2,79,177,2,7,2,4.2,3.6,4299,0,low,0
3.5,3,2,5,4.2,80,230,2,3,2,4.2,3.0,4727,0,low,0
3.8,2,2,2,1.8,62,148,1,3,1,2.4,2.2,7752,1,medium,0
3.5,3,3,5,4.2,71,176,2,4,3,4.2,2.8,4270,0,low,0
3.8,1,1,2,4.2,64,176,2,3,2,2.4,2.2,1996,0,low,1
3.5,4,3,3,4.2,76,136,4,2,3,4.2,3.0,4971,0,high,0
3.5,3,4,3,4.2,78,228,4,3,3,4.2,2.8,5530,0,medium,0
3.5,2,2,3,4.2,76,138,4,3,2,4.2,3.4,4327,0,medium,0
3.5,3,3,4,4.2,77,155,3,4,2,4.2,3.0,5483,0,low,0
3.8,1,2,3,4.2,79,213,2,3,1,2.4,2.4,2400,0,low,0
3.8,2,1,2,1.8,70,155,1,3,2,2.4,1.8,1162,1,low,0
1.8,2,2,3,4.2,73,121,2,3,2,4.2,2.8,1701,0,low,1
3.8,2,1,5,4.2,86,182,2,5,2,4.2,2.6,3398,0,medium,0
3.5,3,3,2,4.2,78,233,4,2,4,4.2,4.2,4758,0,medium,0
3.8,4,1,4,1.8,87,139,2,3,2,2.4,2.2,1152,1,low,0
1.8,5,2,3,4.2,78,238,5,4,1,4.2,1.6,3537,0,medium,0
3.8,1,1,2,1.8,75,138,2,3,2,2.4,3.2,6152,1,medium,1
1.8,2,2,3,4.2,75,274,1,3,2,4.2,2.6,2986,0,low,0
3.5,3,2,5,4.2,80,243,2,3,2,4.2,3.0,4524,0,medium,0
3.8,1,1,2,1.8,71,127,2,3,1,2.4,2.4,1239,1,low,0
3.8,2,2,3,4.2,80,205,2,5,1,2.4,2.8,2988,0,medium,0
3.5,1,2,4,1.8,89,255,2,5,1,4.2,2.6,1793,1,low,0
3.5,4,3,3,4.2,78,162,4,2,3,4.2,2.4,4495,0,low,0
3.5,3,4,5,4.2,76,237,4,3,4,4.6,1.8,4285,0,medium,0
3.5,3,2,3,4.2,79,222,3,5,3,4.2,3.0,4027,0,medium,0
3.5,3,2,5,4.2,72,162,2,3,3,4.6,2.2,5869,0,low,0
3.8,1,2,2,1.8,62,149,1,3,2,2.4,3.0,1392,1,low,0
3.8,1,1,3,4.2,65,146,2,2,1,2.4,2.6,1355,0,medium,1
3.5,4,4,3,4.2,78,257,3,2,2,4.2,3.2,5815,0,medium,0
1.8,2,1,3,4.2,75,225,2,2,2,4.2,3.0,2585,0,high,0
1.8,1,1,2,4.2,76,274,2,3,1,4.2,2.6,2053,0,high,1
3.5,2,1,6,1.8,88,300,2,5,1,4.2,1.8,1188,1,low,1
3.8,1,2,2,1.8,66,137,2,3,1,2.4,3.4,1938,1,low,0
3.5,1,1,6,1.8,85,294,1,4,2,4.2,1.8,1112,1,medium,0
3.8,2,2,4,4.2,78,238,2,4,1,2.4,1.8,3693,0,medium,0
3.5,2,3,4,4.2,80,164,2,3,3,4.2,3.6,4657,0,high,0
3.5,1,1,3,1.8,87,278,1,4,2,4.6,1.8,1879,1,medium,0
3.5,4,2,4,4.2,70,160,2,2,2,4.2,3.6,4343,0,high,0
3.5,4,2,4,4.2,79,246,2,3,3,4.2,3.2,5113,0,medium,0
1.8,2,1,3,4.2,79,274,1,3,2,4.2,2.8,3076,0,medium,0
1.8,2,1,3,4.2,86,184,2,4,2,4.2,3.4,2972,0,medium,0
3.8,2,1,4,4.2,85,157,1,3,2,2.4,2.2,1629,0,low,0
3.5,1,1,7,1.8,88,296,2,4,2,4.2,2.4,1823,1,low,0
1.8,2,1,4,4.2,78,269,1,3,2,4.2,2.0,2538,0,low,1
